# Block number	x	y	z	WCT (tonnes)	Moisture	DPT (tonnes)	RECOVERY	Pit name	SiO2	AL2O3	HAUL Distance (km)	"RESOURCE (0=LMB, 1=Mono Internal, 2 =Mono External"	Empty Haul (minutes)	Full Haul (minutes)			Starting row			
142	-10616	4763	25	3451	0.1299	2388	0.80	WTH2	0.12	0.54	3.19	2	6.4	7.4						
143	-10566	4763	25	14662	0.1300	9960	0.78	WTH2	0.10	0.55	3.13	2	6.6	7.0						
144	-10516	4763	25	22336	0.1300	14755	0.76	WTH2	0.10	0.56	3.07	2	6.0	8.5						
145	-10466	4763	25	27371	0.1300	18441	0.77	WTH2	0.09	0.56	3.02	2	7.0	7.7						
146	-10416	4763	25	28069	0.1300	19615	0.80	WTH2	0.09	0.56	2.96	2	7.8	8.6						
147	-10366	4763	25	24057	0.1300	16578	0.79	WTH2	0.09	0.56	2.91	2	6.9	7.8						
148	-10316	4763	25	21229	0.1300	14686	0.80	WTH2	0.10	0.55	2.92	2	6.6	6.6						
149	-10266	4763	25	16477	0.1300	11112	0.78	WTH2	0.10	0.55	2.98	2	6.6	7.8						
150	-10216	4763	25	13152	0.1300	8384	0.73	WTH2	0.09	0.54	3.03	2	7.6	8.6						
151	-10166	4763	25	12141	0.1300	7580	0.72	WTH2	0.10	0.53	3.09	2	6.1	8.3						
152	-10116	4763	25	10117	0.1301	6394	0.73	WTH2	0.10	0.53	3.14	2	6.0	7.5						
153	-10016	4763	25	8094	0.1300	4993	0.71	WTH2	0.11	0.52	3.26	2	6.3	7.4						
154	-9966	4763	25	10117	0.1300	5986	0.68	WTH2	0.11	0.52	3.31	2	6.4	8.9						
155	-9916	4763	25	11129	0.1300	6486	0.67	WTH2	0.10	0.52	3.37	2	7.8	8.0						
156	-9866	4763	25	11254	0.1300	6755	0.69	WTH2	0.09	0.53	3.43	2	8.3	8.7						
157	-9816	4763	25	14512	0.1300	9535	0.76	WTH2	0.10	0.53	3.36	2	8.4	7.8						
158	-9766	4763	25	15055	0.1300	10610	0.81	WTH2	0.10	0.53	3.39	2	8.7	10.1						
159	-9716	4763	25	18647	0.1300	12325	0.76	WTH2	0.10	0.54	3.43	2	7.8	9.4						
160	-9666	4763	25	19222	0.1300	11513	0.69	WTH2	0.08	0.55	3.48	2	8.7	8.1						
